"OUTLET","CORRELATION","OUTLET_PRESS_SIZE","QUANTITY_OF_SEASONS","OUTLET_SOCIAL_SIZE","FINAL_INDEX","SEASON","PROGRAM"
"vogue",3,4,3,10,5,"7A","WALKING DEAD"
"aptv",10,6,2,1,4.8,"7A","WALKING DEAD"
"blastingnews",9,8,1,1,4.8,"7A","WALKING DEAD"
"broadwayworld",6,2,8,3,4.8,"7A","WALKING DEAD"
"digitaltrends",10,7,1,1,4.8,"7A","WALKING DEAD"
"examiner",9,5,4,1,4.8,"7A","WALKING DEAD"
"fandom",10,7,1,1,4.8,"7A","WALKING DEAD"
"huffingtonpostlive",9,8,1,1,4.8,"7A","WALKING DEAD"
"justjared",6,4,4,5,4.8,"7A","WALKING DEAD"
"metro",8,5,5,1,4.8,"7A","WALKING DEAD"
"imdb",6,10,7,8,7.8,"7B","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"7B","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"7B","WALKING DEAD"
"people",6,6,6,9,6.8,"7B","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"7B","WALKING DEAD"
"verge",8,6,5,7,6.5,"7B","WALKING DEAD"
"cbr",8,6,3,8,6.2,"7B","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"7B","WALKING DEAD"
"wrap",8,4,8,5,6.2,"7B","WALKING DEAD"
"cnn",9,8,5,1,5.8,"7B","WALKING DEAD"
"salon",7,6,4,6,5.8,"7B","WALKING DEAD"
"cinemablend",8,6,7,1,5.5,"7B","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"7B","WALKING DEAD"
"nytimes",7,7,7,1,5.5,"7B","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"7B","WALKING DEAD"
"fox",9,7,4,1,5.2,"7B","WALKING DEAD"
"latimes",6,6,8,1,5.2,"7B","WALKING DEAD"
"newyorkdailynews",9,2,5,5,5.2,"7B","WALKING DEAD"
"popsugar",7,7,4,3,5.2,"7B","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"7B","WALKING DEAD"
"bustle",7,6,6,1,5,"7B","WALKING DEAD"
"collider",7,3,8,2,5,"7B","WALKING DEAD"
"hollywoodlife",6,5,5,4,5,"7B","WALKING DEAD"
"msn",7,8,4,1,5,"7B","WALKING DEAD"
"parade",7,6,6,1,5,"7B","WALKING DEAD"
"people",6,6,6,9,6.8,"8A","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"8A","WALKING DEAD"
"huffingtonpost",9,8,6,1,6,"8A","WALKING DEAD"
"salon",7,6,4,6,5.8,"8A","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"8A","WALKING DEAD"
"nytimes",7,7,7,1,5.5,"8A","WALKING DEAD"
"eonline",9,7,4,1,5.2,"8A","WALKING DEAD"
"latimes",6,6,8,1,5.2,"8A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"8A","WALKING DEAD"
"vogue",3,4,3,10,5,"8A","WALKING DEAD"
"wsj",6,7,6,1,5,"8A","WALKING DEAD"
"aptv",10,6,2,1,4.8,"8A","WALKING DEAD"
"broadwayworld",6,2,8,3,4.8,"8A","WALKING DEAD"
"examiner",9,5,4,1,4.8,"8A","WALKING DEAD"
"goodmorningamerica",6,4,1,8,4.8,"8A","WALKING DEAD"
"huffingtonpostlive",9,8,1,1,4.8,"8A","WALKING DEAD"
"nbcnews",10,7,1,1,4.8,"8A","WALKING DEAD"
"sfgate",6,7,5,1,4.8,"8A","WALKING DEAD"
"conan",9,7,1,1,4.5,"8A","WALKING DEAD"
"nypost",7,5,5,1,4.5,"8A","WALKING DEAD"
"411mania",8,3,5,1,4.2,"8A","WALKING DEAD"
"chron",7,7,2,1,4.2,"8A","WALKING DEAD"
"comicbookresources",7,2,5,3,4.2,"8A","WALKING DEAD"
"complex",5,5,6,1,4.2,"8A","WALKING DEAD"
"gq",4,4,3,6,4.2,"8A","WALKING DEAD"
"imdb",6,10,7,8,7.8,"8B","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"8B","WALKING DEAD"
"people",6,6,6,9,6.8,"8B","WALKING DEAD"
"wallstreetjournal",6,5,5,10,6.5,"8B","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"8B","WALKING DEAD"
"huffingtonpost",9,8,6,1,6,"8B","WALKING DEAD"
"cnn",9,8,5,1,5.8,"8B","WALKING DEAD"
"salon",7,6,4,6,5.8,"8B","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"8B","WALKING DEAD"
"businessinsider",7,8,5,1,5.2,"8B","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"8B","WALKING DEAD"
"eonline",9,7,4,1,5.2,"8B","WALKING DEAD"
"ibtimes",8,5,6,2,5.2,"8B","WALKING DEAD"
"latimes",6,6,8,1,5.2,"8B","WALKING DEAD"
"refinery29",3,6,2,10,5.2,"8B","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"8B","WALKING DEAD"
"collider",7,3,8,2,5,"8B","WALKING DEAD"
"moviefone",9,5,5,1,5,"8B","WALKING DEAD"
"msn",7,8,4,1,5,"8B","WALKING DEAD"
"parade",7,6,6,1,5,"8B","WALKING DEAD"
"vogue",3,4,3,10,5,"8B","WALKING DEAD"
"wsj",6,7,6,1,5,"8B","WALKING DEAD"
"aptv",10,6,2,1,4.8,"8B","WALKING DEAD"
"blastingnews",9,8,1,1,4.8,"8B","WALKING DEAD"
"examiner",9,5,4,1,4.8,"8B","WALKING DEAD"
"mashable",7,7,6,9,7.2,"9A","WALKING DEAD"
"independent",8,8,4,7,6.8,"9A","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"9A","WALKING DEAD"
"verge",8,6,5,7,6.5,"9A","WALKING DEAD"
"wallstreetjournal",6,5,5,10,6.5,"9A","WALKING DEAD"
"losangelestimes",5,5,7,7,6,"9A","WALKING DEAD"
"usweekly",7,5,5,7,6,"9A","WALKING DEAD"
"salon",7,6,4,6,5.8,"9A","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"9A","WALKING DEAD"
"nytimes",7,7,7,1,5.5,"9A","WALKING DEAD"
"usatoday",6,7,8,1,5.5,"9A","WALKING DEAD"
"eonline",9,7,4,1,5.2,"9A","WALKING DEAD"
"fox",9,7,4,1,5.2,"9A","WALKING DEAD"
"ibtimes",8,5,6,2,5.2,"9A","WALKING DEAD"
"newyorkdailynews",9,2,5,5,5.2,"9A","WALKING DEAD"
"refinery29",3,6,2,10,5.2,"9A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"9A","WALKING DEAD"
"msn",7,8,4,1,5,"9A","WALKING DEAD"
"parade",7,6,6,1,5,"9A","WALKING DEAD"
"vogue",3,4,3,10,5,"9A","WALKING DEAD"
"wsj",6,7,6,1,5,"9A","WALKING DEAD"
"aptv",10,6,2,1,4.8,"9A","WALKING DEAD"
"examiner",9,5,4,1,4.8,"9A","WALKING DEAD"
"goodmorningamerica",6,4,1,8,4.8,"9A","WALKING DEAD"
"huffingtonpostlive",9,8,1,1,4.8,"9A","WALKING DEAD"
